id;name;latitude;longitude
F536 ;Ex_monastero_della_Santissima_Concezione;43.7747888889;11.2468055556
F537 ;Chiesa_di_San_Martino_in_Santa_Maria_della_Scala;43.7759444444;11.2447527778
F538 ;Chiesa_di_San_Jacopo_di_Ripoli;43.7768472222;11.243875
F539 ;Palazzo_Venturi_Ginori;43.7760888889;11.2444444444
F540 ;Museo_nazionale_Alinari_della_fotografia;43.7729222222;11.2491166667
F541 ;Via_degli_Avelli;43.7744722222;11.2498888889
F542 ;Porta_al_Prato;43.7779027778;11.2399638889
F543 ;Orti_Oricellari;43.7756388889;11.2438416667
F544 ;Piazza_della_Stazione_(Firenze);43.7754444444;11.2487333333
F545 ;Stazione_di_Firenze_Santa_Maria_Novella;43.77633;11.24752
F546 ;Piazza_Adua;43.7777638889;11.2492555556
F547 ;Palazzo_degli_Affari;43.7780388889;11.2495972222
F548 ;Palazzo_dei_Congressi_(Firenze);43.7791277778;11.2493027778
F549 ;Fortezza_da_Basso;43.7819583333;11.2483027778
F550 ;Porta_a_Faenza;43.7809638889;11.2492722222
F551 ;Padiglione_Spadolini;43.7821;11.2502861111
F552 ;Giardini_della_Fortezza;43.7823666667;11.2516416667
F553 ;Piazza_Bambine_e_Bambini_di_Beslan;43.7804138889;11.2496138889
F554 ;Chiesa_di_San_Giuliano_(Firenze);43.7784583333;11.2508416667
F555 ;Chiesa_di_San_Jacopo_in_Campo_Corbolini;43.7764222222;11.2517777778
F556 ;Cenacolo_di_Fuligno;43.7772833333;11.2514222222
F558 ;Via_Nazionale_(Firenze);43.7773583333;11.252375
F559 ;Cinema_Apollo;43.7767555556;11.2508944444
F560 ;Tabernacolo_delle_Fonticine;43.7771722222;11.2520055556
F561 ;Piazza_dell'Indipendenza;43.7798166667;11.2538
F562 ;Chiesa_di_Nostra_Signora_del_Sacro_Cuore_(Firenze);43.7812555556;11.2555861111
F563 ;Chiesa_di_San_Giuseppe_(Firenze);43.7680666667;11.265525
F564 ;Palazzo_della_Cassa_di_Risparmio_(Firenze_via_Santa_Caterina_d'Alessandria);43.7808416667;11.2557083333
F565 ;Centro_Leasing;43.7822555556;11.2569555556
F566 ;Piazza_San_Lorenzo;43.7747722222;11.2548583333
F567 ;Monumento_a_Giovanni_delle_Bande_Nere;43.7750111111;11.2549666667
F568 ;Palazzo_Della_Stufa;43.7753861111;11.2544
F569 ;Palazzo_Benci;43.7751805556;11.2530055556
F570 ;Basilica_di_San_Lorenzo_(Firenze);43.7748888889;11.2538638889
F573 ;Sagrestia_Vecchia;43.7747138889;11.2536472222
F575 ;Cappelle_medicee;43.7749333333;11.2534222222
F577 ;Sagrestia_Nuova;43.7751638889;11.2538083333
F579 ;Biblioteca_Medicea_Laurenziana;43.7744111111;11.2536555556
F580 ;Palazzo_Gaddi_(Firenze);43.7748361111;11.2523861111
F581 ;Palazzo_Aldobrandini;43.7745666667;11.2526861111
F582 ;Borgo_San_Lorenzo_(via);43.7739833333;11.2548583333
F583 ;Osservatorio_Ximeniano;43.7744638889;11.2552416667
F584 ;Torre_dei_Marignolli;43.7735277778;11.254475
F585 ;Piazza_del_Mercato_Centrale;43.7765361111;11.254075
F586 ;Mercato_Centrale_(Firenze);43.7766305556;11.2533027778
F587 ;Chiesa_di_San_Tommaso_(Firenze);43.7718222222;11.2547166667
F588 ;Via_dell'Ariento;43.77585;11.2533083333
F589 ;Via_Taddea;43.7768638889;11.254675
F590 ;Palazzetto_dei_Serragli;43.7767694444;11.2550111111
F591 ;Via_Guelfa;43.7779666667;11.2539722222
F592 ;Monastero_di_Sant'Orsola;43.7772333333;11.2544694444
F593 ;Chiesa_di_San_Barnaba;43.7778833333;11.2540166667
F594 ;Istituto_di_Sant'Agnese;43.7790444444;11.2509722222
F595 ;Palazzo_dei_Cartelloni;43.775475;11.2515416667
